text,class
@Benôit: Bring it on!,non_debt
"HTable must do the following: + Sit in a shell or simple client -- e.g. Map or Reduce task -- and feed and read from HBase single-threadedly. It does this job OK. + Sit at core of a multithreaded server (100s of threads) -- a webserver or thrift gateway -- and keep the throughput high. Its currently not good at this job. In the way of our achieving the second in the list above are the following: + HTable must seekout and cache region locations. It keeps cache down in HConnectionManager. One is shared by all HTable instances if the HTable instance was made with same HBaseConfiguration instance. Lookups of regions is inside a synchronize block; if the region wanted is in the cache, the lock is held a short time. Otherwise, must wait till trip to server completed (may require retries). Meantime all other work is blocked even if we're using HTablePool. + Regardless of the identity of the HBaseConfiguration, Hadoop RPC has ONE Connection open to a server at a time; request and response are multiplexed over this single connection. Broken stuff: + Puts are synchronized to protect the write buffer so only one thread at a time appends but flushcommit is open for any thread to call it. Once the write buffer is full, all Puts block until its freed again. This looks like hang if hundreds of threads and each write is to a random region in a big table and each write has to have its region looked-up (There may be some other brokenness in here because this bottleneck seems to last longer than it should even if hundreds of threads). Ideas: + Query of the cache does not block all access to the cache. We only block access if wanted region is being looked up so other reads and writes to regions we know the location of can go ahead. + nio'd client and server",non_debt
HTable doesn't work well at the core of a multi-threaded server; e.g. webserver,non_debt
All subtasks are done. This parent issue can be closed out?,non_debt
Let me double-check the code base...Thanks for the reminder.,non_debt
Close it as all subtasks are done.,non_debt
Nice,non_debt
Use TableDescriptor and as far as possible,non_debt
Attached a branch-1 patch. Will work on a patch for master.,non_debt
"Hello, more review please. If no more, I will commit soon. Thanks.",non_debt
"Committed to branch-1.4, branch-1, branch-2 and master.",non_debt
Can we not use Integer ? All legitimate indices should be Please close t at the end of the test.,non_debt
"Hi, Ted Thanks for the review. Could you elaborate? The HashMap needs <Integer, Integer>",non_debt
"I was talking about 'Integer rowMutationsIndex' which can be declared as int. However, since we don't know whether the map contains i or not, you can keep the current formation. Please check failed tests (they should fail without patch).",non_debt
I ran the failed tests with the patch multiple times locally. The same tests fail and pass in different times. And I ran a few times without the patch as well. The same tests pass and fail from time to time. And,non_debt
"I looked at the master. The patch should be similar. But additionally AsyncTable is master branch (and branch-2). I could add the same support for AsyncTable as well. Or I could have a separate JIRA, if it is agreed to add it.",non_debt
lgtm,non_debt
RowMutations is multiple Puts and/or Deletes atomically on a single row. Current Batch call does not support RowMutations as part of the batch. We should add this missing part. We should be able to batch RowMutations.,non_debt
Add RowMutations support to Batch,non_debt
partially related to:,non_debt
"Dropped this. Bringing it back. Let me see if more needs to be done before commit. Otherwise, will commit",non_debt
Committed. Thanks for taking this one on,non_debt
"my takeaway from this JIRA's description is to providing metrics regarding failed to recover replication queue. The reason of this failure could be ZK node oversize or other unknown issue. For ZK issue, the only solution is to increase its size via ""jute.maxBuffer"" from both client and server side. So, I am not changing any HBase code to try to handle it. Simply increase the count for this new metric and print out error to log to alert operators. Metrics look like this after this patch: ""name"" : ""modelerType"" : ""tag.Context"" : ""regionserver"", ""tag.Hostname"" : : 0, : 0, ... : 0, ... : 0, (this metric is in global source, so it's resilient to any particular source going down)*",non_debt
We have come across this situation multiple times where a zookeeper issues can cause NodeFailoverWorker to fail picking up replication queue for a dead region server silently. One example is when the znode size for a particular queue exceed jute.maxBuffer value. There can be other situations that may lead to this and just go undetected. We need to have a metric for number of unclaimed replication queues. This will help in mitigating the problem through alerting on the metric and identifying underlying issues.,non_debt
Unclaimed replication queues can go undetected,non_debt
It fails for me in eclipse...,non_debt
I tried w/ same mvn and java 8 and seems fine for me  Lets figure out the difference sir. You on master or branch-2? You updated? Thanks lads. Keep speaking out. I'd like to fix all these issues that come of the relocations.,non_debt
"sir, it is not test failed. It may be related to hbase-spark module?",non_debt
"master branch. Yes, test with latest code.",non_debt
Thanks @guanghao Zhang. Will look in morning,non_debt
"I added the setting of the system property for scalatest. Seems to work now. Try it  Thanks for reporting. I pushed addendum like this: ""HBASE-18271 Shade netty Purge mention of netty-all; ADDENDUM for sparktest"" on master and branch-2.",non_debt
It works fine. Thanks. :-),non_debt
Thanks  Is that linux?,non_debt
-Pushed to master and branch-2.- <= Mistake. Should have been written into subtask. Ignore.,non_debt
"It works for me on mac and up in eclipse. Builds on linux pass and I can run the unit tests there too. Can you specify the system property: (The trailing '.' is required) ... when running the unit test in your eclipse and see if that fixes it. If it does, I'll figure some way of getting it into eclipse context. Thanks boss.",non_debt
